"","X","charge120","charge240","city08","cityA08","cityCD","cityE","cityUF","combE","cylinders","drive","fuelCost08","fuelCostA08","fuelType","fuelType1","hlv","lv4","make","model","mpgData","phevBlended","pv2","pv4","range","rangeCity","rangeCityA","rangeHwy","rangeHwyA","trany","UCity","UCityA","VClass","year","youSaveSpend","guzzler","tCharger","sCharger","atvType","fuelType2","rangeA","evMotor"
"6744",22517,0,0,22,0,0,0,0,0,4,"Front-Wheel Drive",2000,0,"Regular","Regular Gasoline",0,0,"Chevrolet","Equinox FWD","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",28.4,0,"Sport Utility Vehicle - 2WD",2011,1250,"",NA,NA,"","","",""
"6745",22518,0,0,22,0,0,0,0,0,4,"Front-Wheel Drive",2000,0,"Regular","Regular Gasoline",0,0,"GMC","Terrain FWD","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",28.4,0,"Sport Utility Vehicle - 2WD",2011,1250,"",NA,NA,"","","",""
"6746",22519,0,0,22,16,0,0,0,0,4,"Front-Wheel Drive",2100,2850,"Gasoline or E85","Regular Gasoline",0,0,"Chevrolet","HHR FWD","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",27.3,19.8,"Sport Utility Vehicle - 2WD",2011,750,"",NA,NA,"FFV","E85","290",""
"6747",22520,0,0,22,16,0,0,0,0,4,"Front-Wheel Drive",2100,2850,"Gasoline or E85","Regular Gasoline",0,0,"Chevrolet","HHR Panel FWD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",27.3,19.8,"Sport Utility Vehicle - 2WD",2011,750,"",NA,NA,"FFV","E85","290",""
"6748",22521,0,0,22,16,0,0,0,0,4,"Front-Wheel Drive",2000,2700,"Gasoline or E85","Regular Gasoline",0,0,"Chevrolet","HHR FWD","N","false",0,0,0,0,0,0,0,"Manual 5-spd",28.5,20.7,"Sport Utility Vehicle - 2WD",2011,1250,"",NA,NA,"FFV","E85","310",""
"6749",22523,0,0,22,16,0,0,0,0,4,"Front-Wheel Drive",2000,2700,"Gasoline or E85","Regular Gasoline",0,0,"Chevrolet","HHR Panel FWD","N","false",0,0,0,0,0,0,0,"Manual 5-spd",28.5,20.7,"Sport Utility Vehicle - 2WD",2011,1250,"",NA,NA,"FFV","E85","310",""
"6750",22524,0,0,20,0,0,0,0,0,8,"Rear-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,0,"Cadillac","Escalade Hybrid 2WD","N","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",25.8,0,"Sport Utility Vehicle - 2WD",2011,-1000,"",NA,NA,"Hybrid","","","288V Ni-MH"
"6751",22525,0,0,20,0,0,0,0,0,8,"Rear-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,0,"Chevrolet","Tahoe Hybrid 2WD","N","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",25.8,0,"Sport Utility Vehicle - 2WD",2011,-1000,"",NA,NA,"Hybrid","","","288V Ni-MH"
"6752",22526,0,0,20,0,0,0,0,0,8,"Rear-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,0,"GMC","Yukon 1500 Hybrid 2WD","N","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",25.8,0,"Sport Utility Vehicle - 2WD",2011,-1000,"",NA,NA,"Hybrid","","","288V Ni-MH"
"6753",22527,0,0,17,0,0,0,0,0,6,"Front-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,0,"Buick","Enclave FWD","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",20.6,0,"Sport Utility Vehicle - 2WD",2011,-2500,"",NA,NA,"","","",""
"6754",22528,0,0,17,0,0,0,0,0,6,"Front-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,0,"Chevrolet","Traverse FWD","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",20.6,0,"Sport Utility Vehicle - 2WD",2011,-2500,"",NA,NA,"","","",""
"6755",22529,0,0,17,0,0,0,0,0,6,"Front-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,0,"GMC","Acadia FWD","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",20.6,0,"Sport Utility Vehicle - 2WD",2011,-2500,"",NA,NA,"","","",""
"6756",22530,0,0,14,10,0,0,0,0,8,"Rear-Wheel Drive",3250,4250,"Gasoline or E85","Regular Gasoline",0,0,"GMC","Yukon 1500 2WD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",17.3,12.5,"Sport Utility Vehicle - 2WD",2011,-5000,"",NA,NA,"FFV","E85","310",""
"6757",22531,0,0,14,10,0,0,0,0,8,"Rear-Wheel Drive",3250,4250,"Gasoline or E85","Regular Gasoline",0,0,"GMC","Yukon XL 1500 2WD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",17.3,12.5,"Sport Utility Vehicle - 2WD",2011,-5000,"",NA,NA,"FFV","E85","380",""
"6758",22532,0,0,14,10,0,0,0,0,8,"Rear-Wheel Drive",3250,4250,"Gasoline or E85","Regular Gasoline",0,0,"Cadillac","Escalade 2WD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",17.3,12.5,"Sport Utility Vehicle - 2WD",2011,-5000,"",NA,NA,"FFV","E85","310",""
"6759",22534,0,0,14,10,0,0,0,0,8,"Rear-Wheel Drive",3250,4250,"Gasoline or E85","Regular Gasoline",0,0,"Cadillac","Escalade ESV 2WD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",17.3,12.5,"Sport Utility Vehicle - 2WD",2011,-5000,"",NA,NA,"FFV","E85","380",""
"6760",22535,0,0,22,16,0,0,0,0,4,"Front-Wheel Drive",2100,2700,"Gasoline or E85","Regular Gasoline",0,0,"Chevrolet","HHR FWD","N","false",0,0,0,0,0,0,0,"Manual 5-spd",27.6,20.8,"Sport Utility Vehicle - 2WD",2011,750,"",NA,NA,"FFV","E85","310",""
"6761",22536,0,0,22,16,0,0,0,0,4,"Front-Wheel Drive",2100,2700,"Gasoline or E85","Regular Gasoline",0,0,"Chevrolet","HHR Panel FWD","N","false",0,0,0,0,0,0,0,"Manual 5-spd",27.6,20.8,"Sport Utility Vehicle - 2WD",2011,750,"",NA,NA,"FFV","E85","310",""
"6762",22537,0,0,10,0,0,0,0,0,8,"Rear-Wheel Drive",4350,0,"Regular","Regular Gasoline",0,0,"Chevrolet","Suburban 2500 2WD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",12.7,0,"Sport Utility Vehicle - 2WD",2011,-10500,"",NA,NA,"","","",""
"6763",22538,0,0,10,0,0,0,0,0,8,"Rear-Wheel Drive",4350,0,"Regular","Regular Gasoline",0,0,"GMC","Yukon XL 2500 2WD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",12.7,0,"Sport Utility Vehicle - 2WD",2011,-10500,"",NA,NA,"","","",""
"6764",22539,0,0,22,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,0,"Hyundai","Tucson 2WD","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",27.4,0,"Sport Utility Vehicle - 2WD",2011,750,"",NA,NA,"","","",""
"6765",22540,0,0,21,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,0,"Hyundai","Tucson 2WD","N","false",0,0,0,0,0,0,0,"Manual 6-spd",26.1,0,"Sport Utility Vehicle - 2WD",2011,500,"",NA,NA,"","","",""
"6766",22541,0,0,23,0,0,0,0,0,4,"Front-Wheel Drive",2000,0,"Regular","Regular Gasoline",0,0,"Hyundai","Tucson 2WD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",28.8,0,"Sport Utility Vehicle - 2WD",2011,1250,"",NA,NA,"","","",""
"6767",22542,0,0,20,0,0,0,0,0,4,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,0,"Hyundai","Tucson 2WD","N","false",0,0,0,0,0,0,0,"Manual 5-spd",25.8,0,"Sport Utility Vehicle - 2WD",2011,0,"",NA,NA,"","","",""
"6768",22543,0,0,22,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,0,"Kia","Sportage 2WD","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",27.4615,0,"Sport Utility Vehicle - 2WD",2011,750,"",NA,NA,"","","",""
"6769",22545,0,0,21,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,0,"Kia","Sportage 2WD","N","false",0,0,0,0,0,0,0,"Manual 6-spd",26.1,0,"Sport Utility Vehicle - 2WD",2011,500,"",NA,NA,"","","",""
"6772",22548,0,0,18,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,34,"Volvo","XC60 FWD","N","false",0,99,0,0,0,0,0,"Automatic (S6)",22.8197,0,"Sport Utility Vehicle - 2WD",2011,-1000,"",NA,NA,"","","",""
"6773",22549,0,0,18,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,37,"Volvo","XC70 FWD","N","false",0,98,0,0,0,0,0,"Automatic (S6)",22.8197,0,"Sport Utility Vehicle - 2WD",2011,-1000,"",NA,NA,"","","",""
"6774",22550,0,0,16,0,0,0,0,0,6,"Front-Wheel Drive",2900,0,"Regular","Regular Gasoline",0,0,"Volvo","XC90 FWD","N","false",0,0,0,0,0,0,0,"Automatic (S6)",19.9,0,"Sport Utility Vehicle - 2WD",2011,-3250,"",NA,NA,"","","",""
"6775",22551,0,0,20,0,0,0,0,0,4,"Front-Wheel Drive",2600,0,"Premium","Premium Gasoline",0,0,"Volkswagen","Tiguan","N","false",0,0,0,0,0,0,0,"Automatic (S6)",24.4,0,"Sport Utility Vehicle - 2WD",2011,-1750,"",TRUE,NA,"","","",""
"6776",22552,0,0,18,0,0,0,0,0,4,"Front-Wheel Drive",2700,0,"Premium","Premium Gasoline",0,0,"Volkswagen","Tiguan","N","false",0,0,0,0,0,0,0,"Manual 6-spd",21.7,0,"Sport Utility Vehicle - 2WD",2011,-2250,"",TRUE,NA,"","","",""
"6859",22650,0,0,26,0,0,0,0,0,4,"Front-Wheel Drive",1750,0,"Regular","Regular Gasoline",0,16,"Chevrolet","Cruze","Y","false",0,94,0,0,0,0,0,"Manual 6-spd",33.4,0,"Midsize Cars",2011,2500,"",NA,NA,"","","",""
"6860",22651,0,0,24,0,0,0,0,0,4,"Front-Wheel Drive",1850,0,"Regular","Regular Gasoline",0,16,"Chevrolet","Cruze","Y","false",0,94,0,0,0,0,0,"Automatic (S6)",30.6,0,"Midsize Cars",2011,2000,"",TRUE,NA,"","","",""
"6900",22695,0,0,18,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,17,"Mazda","6","N","false",0,102,0,0,0,0,0,"Automatic (S6)",21.9747,0,"Midsize Cars",2011,-1000,"",NA,NA,"","","",""
"6903",22698,0,0,21,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,13,"Mitsubishi","Galant","Y","false",0,101,0,0,0,0,0,"Automatic (S4)",26.7624,0,"Midsize Cars",2011,500,"",NA,NA,"","","",""
"6904",22700,0,0,27,0,0,0,0,0,4,"Front-Wheel Drive",1750,0,"Regular","Regular Gasoline",0,13,"Nissan","Sentra","Y","false",0,97,0,0,0,0,0,"Automatic (variable gear ratios)",34.3032,0,"Midsize Cars",2011,2500,"",NA,NA,"","","",""
"6905",22701,0,0,24,0,0,0,0,0,4,"Front-Wheel Drive",1900,0,"Regular","Regular Gasoline",0,13,"Nissan","Sentra","Y","false",0,97,0,0,0,0,0,"Manual 6-spd",30.8,0,"Midsize Cars",2011,1750,"",NA,NA,"","","",""
"6906",22702,0,0,24,0,0,0,0,0,4,"Front-Wheel Drive",2000,0,"Regular","Regular Gasoline",0,13,"Nissan","Sentra","N","false",0,97,0,0,0,0,0,"Automatic (variable gear ratios)",30.1,0,"Midsize Cars",2011,1250,"",NA,NA,"","","",""
"6907",22703,0,0,21,0,0,0,0,0,4,"Front-Wheel Drive",2400,0,"Premium","Premium Gasoline",0,13,"Nissan","Sentra","N","false",0,97,0,0,0,0,0,"Manual 6-spd",26.7,0,"Midsize Cars",2011,-750,"",NA,NA,"","","",""
"6908",22704,0,0,19,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Premium","Premium Gasoline",0,14,"Nissan","Maxima","Y","false",0,96,0,0,0,0,0,"Auto(AV-S6)",24.3492,0,"Midsize Cars",2011,-1750,"",NA,NA,"","","",""
"6917",22714,0,0,16,12,0,0,0,0,8,"Rear-Wheel Drive",2750,3650,"Gasoline or E85","Regular Gasoline",0,21,"Ford","Crown Victoria FFV","Y","false",0,107,0,0,0,0,0,"Automatic 4-spd",19.7288,14.3321,"Large Cars",2011,-2500,"",NA,NA,"FFV","E85","270",""
"6918",22715,0,0,23,0,0,0,0,0,4,"Front-Wheel Drive",1900,0,"Regular","Regular Gasoline",0,15,"Honda","Accord","Y","false",0,106,0,0,0,0,0,"Manual 5-spd",29.4729,0,"Large Cars",2011,1750,"",NA,NA,"","","",""
"6919",22716,0,0,23,0,0,0,0,0,4,"Front-Wheel Drive",1900,0,"Regular","Regular Gasoline",0,15,"Honda","Accord","Y","false",0,106,0,0,0,0,0,"Automatic 5-spd",28.7223,0,"Large Cars",2011,1750,"",NA,NA,"","","",""
"6920",22717,0,0,20,0,0,0,0,0,6,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,15,"Honda","Accord","Y","false",0,106,0,0,0,0,0,"Automatic 5-spd",25.3,0,"Large Cars",2011,500,"",NA,NA,"","","",""
"6921",22718,0,0,16,0,0,0,0,0,8,"Rear-Wheel Drive",3150,0,"Premium","Premium Gasoline",0,17,"Hyundai","Equus","N","false",0,110,0,0,0,0,0,"Automatic 6-spd",19.2979,0,"Large Cars",2011,-4500,"",NA,NA,"","","",""
"6922",22719,0,0,16,12,0,0,0,0,8,"Rear-Wheel Drive",2750,3650,"Gasoline or E85","Regular Gasoline",0,21,"Mercury","Grand Marquis FFV","Y","false",0,107,0,0,0,0,0,"Automatic 4-spd",19.7288,14.3321,"Large Cars",2011,-2500,"",NA,NA,"FFV","E85","270",""
"6923",22720,0,0,16,12,0,0,0,0,8,"Rear-Wheel Drive",2750,3650,"Gasoline or E85","Regular Gasoline",0,21,"Lincoln","Town Car FFV","Y","false",0,109,0,0,0,0,0,"Automatic 4-spd",19.7288,14.3321,"Large Cars",2011,-2500,"",NA,NA,"FFV","E85","270",""
"6967",22770,0,0,17,0,0,0,0,0,6,"Front-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,0,"Chevrolet","Equinox FWD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",20.3,0,"Sport Utility Vehicle - 2WD",2011,-2500,"",NA,NA,"","","",""
"6968",22771,0,0,17,12,0,0,0,0,6,"Front-Wheel Drive",2750,3650,"Gasoline or E85","Regular Gasoline",0,0,"Chevrolet","Equinox FWD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",21.1,15.4,"Sport Utility Vehicle - 2WD",2011,-2500,"",NA,NA,"FFV","E85","290",""
"6969",22772,0,0,14,10,0,0,0,0,8,"Rear-Wheel Drive",3250,4250,"Gasoline or E85","Regular Gasoline",0,0,"Ford","Expedition 2WD FFV","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",17.0796,12.5346,"Sport Utility Vehicle - 2WD",2011,-5000,"",NA,NA,"FFV","E85","340",""
"6970",22773,0,0,23,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,0,"Ford","Escape FWD","N","false",0,0,0,0,0,0,0,"Manual 5-spd",28.8,0,"Sport Utility Vehicle - 2WD",2011,750,"",NA,NA,"","","",""
"6971",22774,0,0,34,0,0,0,0,0,4,"Front-Wheel Drive",1600,0,"Regular","Regular Gasoline",0,0,"Ford","Escape Hybrid FWD","N","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",45.2,0,"Sport Utility Vehicle - 2WD",2011,3250,"",NA,NA,"Hybrid","","","330V Ni-MH"
"6972",22775,0,0,19,14,0,0,0,0,6,"Front-Wheel Drive",2450,3200,"Gasoline or E85","Regular Gasoline",0,0,"Ford","Escape FWD FFV","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",24,17.4,"Sport Utility Vehicle - 2WD",2011,-1000,"",NA,NA,"FFV","E85","280",""
"6973",22776,0,0,21,0,0,0,0,0,4,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,0,"Ford","Escape FWD","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",26.0377,0,"Sport Utility Vehicle - 2WD",2011,0,"",NA,NA,"","","",""
"6974",22778,0,0,17,0,0,0,0,0,6,"Front-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,0,"GMC","Terrain FWD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",20.3,0,"Sport Utility Vehicle - 2WD",2011,-2500,"",NA,NA,"","","",""
"6975",22779,0,0,17,12,0,0,0,0,6,"Front-Wheel Drive",2750,3650,"Gasoline or E85","Regular Gasoline",0,0,"GMC","Terrain FWD","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",21.1,15.4,"Sport Utility Vehicle - 2WD",2011,-2500,"",NA,NA,"FFV","E85","290",""
"6976",22780,0,0,21,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,0,"Honda","CR-V 2WD","Y","false",0,0,0,0,0,0,0,"Automatic 5-spd",26.8,0,"Sport Utility Vehicle - 2WD",2011,500,"",NA,NA,"","","",""
"6977",22781,0,0,17,0,0,0,0,0,6,"Front-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,0,"Hyundai","Veracruz 2WD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",20.6,0,"Sport Utility Vehicle - 2WD",2011,-2500,"",NA,NA,"","","",""
"6979",22783,0,0,14,10,0,0,0,0,8,"Rear-Wheel Drive",3250,4250,"Gasoline or E85","Regular Gasoline",0,0,"Lincoln","Navigator 2WD FFV","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",17.1223,12.5666,"Sport Utility Vehicle - 2WD",2011,-5000,"",NA,NA,"FFV","E85","340",""
"6980",22784,0,0,17,0,0,0,0,0,6,"Front-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,0,"Mazda","CX-9 2WD","Y","false",0,0,0,0,0,0,0,"Automatic (S6)",21.0493,0,"Sport Utility Vehicle - 2WD",2011,-2500,"",NA,NA,"","","",""
"6981",22785,0,0,19,14,0,0,0,0,6,"Front-Wheel Drive",2450,3200,"Gasoline or E85","Regular Gasoline",0,0,"Mazda","Tribute FWD FFV","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",24,17.4,"Sport Utility Vehicle - 2WD",2011,-1000,"",NA,NA,"FFV","E85","280",""
"6982",22786,0,0,23,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,0,"Mazda","Tribute FWD","N","false",0,0,0,0,0,0,0,"Manual 5-spd",28.8,0,"Sport Utility Vehicle - 2WD",2011,750,"",NA,NA,"","","",""
"6983",22787,0,0,21,0,0,0,0,0,4,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,0,"Mazda","Tribute FWD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",26.2499,0,"Sport Utility Vehicle - 2WD",2011,0,"",NA,NA,"","","",""
"6984",22789,0,0,34,0,0,0,0,0,4,"Front-Wheel Drive",1600,0,"Regular","Regular Gasoline",0,0,"Mazda","Tribute Hybrid 2WD","N","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",45.2,0,"Sport Utility Vehicle - 2WD",2011,3250,"",NA,NA,"Hybrid","","","330V Ni-MH"
"6986",22791,0,0,19,14,0,0,0,0,6,"Front-Wheel Drive",2450,3200,"Gasoline or E85","Regular Gasoline",0,0,"Mercury","Mariner FWD FFV","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",24,17.4,"Sport Utility Vehicle - 2WD",2011,-1000,"",NA,NA,"FFV","E85","280",""
"6987",22792,0,0,34,0,0,0,0,0,4,"Front-Wheel Drive",1600,0,"Regular","Regular Gasoline",0,0,"Mercury","Mariner Hybrid FWD","N","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",45.2,0,"Sport Utility Vehicle - 2WD",2011,3250,"",NA,NA,"Hybrid","","","330V Ni-MH"
"6988",22793,0,0,21,0,0,0,0,0,4,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,0,"Mercury","Mariner FWD","Y","false",0,0,0,0,0,0,0,"Automatic 6-spd",26.0377,0,"Sport Utility Vehicle - 2WD",2011,0,"",NA,NA,"","","",""
"6989",22794,0,0,23,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,0,"Mitsubishi","Outlander 2WD","Y","false",0,0,0,0,0,0,0,"Auto(AV-S6)",28.7306,0,"Sport Utility Vehicle - 2WD",2011,750,"",NA,NA,"","","",""
"6990",22795,0,0,19,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Premium","Premium Gasoline",0,0,"Mitsubishi","Outlander 2WD","N","false",0,0,0,0,0,0,0,"Automatic (S6)",24.5661,0,"Sport Utility Vehicle - 2WD",2011,-1750,"",NA,NA,"","","",""
"6991",22796,0,0,24,0,0,0,0,0,4,"Front-Wheel Drive",2000,0,"Regular","Regular Gasoline",0,0,"Mitsubishi","Outlander Sport 2WD","N","false",0,0,0,0,0,0,0,"Manual 5-spd",30.2,0,"Sport Utility Vehicle - 2WD",2011,1250,"",NA,NA,"","","",""
"6992",22797,0,0,25,0,0,0,0,0,4,"Front-Wheel Drive",1900,0,"Regular","Regular Gasoline",0,0,"Mitsubishi","Outlander Sport 2WD","Y","false",0,0,0,0,0,0,0,"Auto(AV-S6)",31.5175,0,"Sport Utility Vehicle - 2WD",2011,1750,"",NA,NA,"","","",""
"6993",22798,0,0,22,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,0,"Nissan","Rogue FWD","Y","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",28.5443,0,"Sport Utility Vehicle - 2WD",2011,750,"",NA,NA,"","","",""
"6994",22800,0,0,13,0,0,0,0,0,8,"Rear-Wheel Drive",3450,0,"Regular","Regular Gasoline",0,0,"Nissan","Armada 2WD","N","false",0,0,0,0,0,0,0,"Automatic 5-spd",15.4498,0,"Sport Utility Vehicle - 2WD",2011,-6000,"",NA,NA,"","","",""
"6995",22801,0,0,12,9,0,0,0,0,8,"Rear-Wheel Drive",3450,4650,"Gasoline or E85","Regular Gasoline",0,0,"Nissan","Armada 2WD FFV","N","false",0,0,0,0,0,0,0,"Automatic 5-spd",15.3,11.3,"Sport Utility Vehicle - 2WD",2011,-6000,"",NA,NA,"FFV","E85","310",""
"6996",22802,0,0,19,0,0,0,0,0,4,"Rear-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,0,"Suzuki","Grand Vitara","N","false",0,0,0,0,0,0,0,"Manual 5-spd",24.1181,0,"Sport Utility Vehicle - 2WD",2011,-500,"",NA,NA,"","","",""
"6997",22803,0,0,19,0,0,0,0,0,4,"Rear-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,0,"Suzuki","Grand Vitara","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",24.0663,0,"Sport Utility Vehicle - 2WD",2011,-1000,"",NA,NA,"","","",""
"6998",22804,0,0,22,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,0,"Toyota","RAV4 2WD","Y","false",0,0,0,0,0,0,0,"Automatic 4-spd",27.3,0,"Sport Utility Vehicle - 2WD",2011,500,"",NA,NA,"","","",""
"6999",22805,0,0,20,0,0,0,0,0,4,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,0,"Toyota","Highlander 2WD","N","false",0,0,0,0,0,0,0,"Automatic (S6)",24.6,0,"Sport Utility Vehicle - 2WD",2011,-500,"",NA,NA,"","","",""
"7000",22806,0,0,18,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,0,"Toyota","Highlander 2WD","Y","false",0,0,0,0,0,0,0,"Automatic (S5)",22.4,0,"Sport Utility Vehicle - 2WD",2011,-1750,"",NA,NA,"","","",""
"7001",22807,0,0,19,0,0,0,0,0,6,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,0,"Toyota","RAV4 2WD","Y","false",0,0,0,0,0,0,0,"Automatic 5-spd",24.3984,0,"Sport Utility Vehicle - 2WD",2011,-500,"",NA,NA,"","","",""
"7002",22808,0,0,18,0,0,0,0,0,4,"Rear-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,0,"Toyota","4Runner 2WD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",23,0,"Sport Utility Vehicle - 2WD",2011,-2500,"",NA,NA,"","","",""
"7003",22809,0,0,17,0,0,0,0,0,6,"Rear-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,0,"Toyota","4Runner 2WD","N","false",0,0,0,0,0,0,0,"Automatic (S5)",21.6,0,"Sport Utility Vehicle - 2WD",2011,-2500,"",NA,NA,"","","",""
"7004",22811,0,0,14,0,0,0,0,0,8,"Rear-Wheel Drive",3250,0,"Regular","Regular Gasoline",0,0,"Toyota","Sequoia 2WD","N","false",0,0,0,0,0,0,0,"Automatic (S6)",17.7,0,"Sport Utility Vehicle - 2WD",2011,-5000,"",NA,NA,"","","",""
"7005",22812,0,0,14,0,0,0,0,0,8,"Rear-Wheel Drive",3450,0,"Regular","Regular Gasoline",0,0,"Toyota","Sequoia 2WD","N","false",0,0,0,0,0,0,0,"Automatic (S6)",16.9164,0,"Sport Utility Vehicle - 2WD",2011,-6000,"",NA,NA,"","","",""
"7065",22882,0,0,21,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,17,"Mazda","6","Y","false",0,102,0,0,0,0,0,"Manual 6-spd",26.9,0,"Midsize Cars",2011,500,"",NA,NA,"","","",""
"7066",22883,0,0,22,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,17,"Mazda","6","Y","false",0,102,0,0,0,0,0,"Automatic (S5)",27.5062,0,"Midsize Cars",2011,750,"",NA,NA,"","","",""
"7084",22903,0,0,24,0,0,0,0,0,4,"Front-Wheel Drive",1900,0,"Regular","Regular Gasoline",0,15,"Kia","Optima","Y","false",0,102,0,0,0,0,0,"Automatic 6-spd",30.1246,0,"Midsize Cars",2011,1750,"",NA,NA,"","","",""
"7085",22904,0,0,24,0,0,0,0,0,4,"Front-Wheel Drive",1850,0,"Regular","Regular Gasoline",0,15,"Kia","Optima","N","false",0,102,0,0,0,0,0,"Manual 6-spd",30.2,0,"Midsize Cars",2011,2000,"",NA,NA,"","","",""
"7092",22912,0,0,23,0,0,0,0,0,4,"Front-Wheel Drive",1900,0,"Regular","Regular Gasoline",0,15,"Nissan","Altima","Y","false",0,101,0,0,0,0,0,"Auto(AV-S6)",29.7042,0,"Midsize Cars",2011,1750,"",NA,NA,"","","",""
"7093",22913,0,0,20,0,0,0,0,0,6,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,15,"Nissan","Altima","N","false",0,101,0,0,0,0,0,"Auto(AV-S6)",25.1153,0,"Midsize Cars",2011,0,"",NA,NA,"","","",""
"7094",22914,0,0,33,0,0,0,0,0,4,"Front-Wheel Drive",1550,0,"Regular","Regular Gasoline",0,10,"Nissan","Altima Hybrid","Y","false",0,101,0,0,0,0,0,"Automatic (variable gear ratios)",46.8,0,"Midsize Cars",2011,3500,"",NA,NA,"Hybrid","","","245V Ni-MH"
