"","X","city08","cylinders","drive","fuelCost08","fuelType","fuelType1","hlv","lv4","make","model","mpgData","phevBlended","pv2","pv4","range","rangeCity","rangeCityA","rangeHwy","rangeHwyA","trany","UCity","UCityA","VClass","year","youSaveSpend","guzzler","tCharger","sCharger","atvType","fuelType2","rangeA","evMotor"
"10298",26918,21,4,"Front-Wheel Drive",2100,"Regular","Regular Gasoline",0,16,"Hyundai","Sonata","N","false",0,104,0,0,0,0,0,"Automatic 6-spd",26.2771,0,"Large Cars",2014,750,"",TRUE,NA,"","","",""
"10314",26936,22,4,"Front-Wheel Drive",2100,"Regular","Regular Gasoline",0,0,"Honda","Crosstour 2WD","N","false",0,0,0,0,0,0,0,"Automatic 5-spd",27.7,0,"Small Sport Utility Vehicle 2WD",2014,750,"",NA,NA,"","","",""
"10316",26938,22,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",0,0,"Jeep","Patriot FWD","N","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",27.9,0,"Small Sport Utility Vehicle 2WD",2014,500,"",NA,NA,"","","",""
"10317",26939,22,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",0,0,"Jeep","Compass FWD","N","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",27.9,0,"Small Sport Utility Vehicle 2WD",2014,500,"",NA,NA,"","","",""
"10318",26941,21,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",0,0,"Kia","Sportage 2WD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",26.0829,0,"Small Sport Utility Vehicle 2WD",2014,500,"",NA,NA,"","","",""
"10363",26996,24,4,"Front-Wheel Drive",1900,"Regular","Regular Gasoline",23,0,"Hyundai","Elantra GT","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",30.8101,0,"Midsize Cars",2014,1750,"",NA,NA,"","","",""
"10376",27011,21,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",0,0,"Ford","Edge FWD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",26.5,0,"Small Sport Utility Vehicle 2WD",2014,500,"",TRUE,NA,"","","",""
"10398",27035,36,4,"Front-Wheel Drive",1350,"Regular","Regular Gasoline",0,12,"Hyundai","Sonata Hybrid","N","false",0,104,0,0,0,0,0,"Auto(AM6)",48,0,"Midsize Cars",2014,4500,"",NA,NA,"Hybrid","","","270V Li-Ion"
"10399",27036,36,4,"Front-Wheel Drive",1400,"Regular","Regular Gasoline",0,12,"Hyundai","Sonata Hybrid Limited","N","false",0,104,0,0,0,0,0,"Auto(AM6)",47.7,0,"Midsize Cars",2014,4250,"",NA,NA,"Hybrid","","","270V Li-Ion"
"10400",27037,28,4,"Front-Wheel Drive",1600,"Regular","Regular Gasoline",0,15,"Hyundai","Elantra","N","false",0,96,0,0,0,0,0,"Automatic 6-spd",35.9434,0,"Midsize Cars",2014,3250,"",NA,NA,"","","",""
"10401",27040,27,4,"Front-Wheel Drive",1650,"Regular","Regular Gasoline",0,15,"Hyundai","Elantra Limited","N","false",0,96,0,0,0,0,0,"Automatic 6-spd",34.5794,0,"Midsize Cars",2014,3000,"",NA,NA,"","","",""
"10403",27042,24,4,"Front-Wheel Drive",1850,"Regular","Regular Gasoline",0,15,"Hyundai","Elantra","N","false",0,96,0,0,0,0,0,"Automatic 6-spd",30.8337,0,"Midsize Cars",2014,2000,"",NA,NA,"","","",""
"10405",27044,24,4,"Front-Wheel Drive",1850,"Regular","Regular Gasoline",0,0,"Hyundai","Elantra Coupe","N","false",95,0,0,0,0,0,0,"Automatic 6-spd",30.3654,0,"Midsize Cars",2014,2000,"",NA,NA,"","","",""
"10411",27051,36,4,"Front-Wheel Drive",1350,"Regular","Regular Gasoline",0,11,"Kia","Optima Hybrid","N","false",0,102,0,0,0,0,0,"Auto(AM6)",48,0,"Midsize Cars",2014,4500,"",NA,NA,"Hybrid","","","270V Li-Ion"
"10412",27052,35,4,"Front-Wheel Drive",1400,"Regular","Regular Gasoline",0,11,"Kia","Optima Hybrid EX","N","false",0,102,0,0,0,0,0,"Auto(AM6)",47,0,"Midsize Cars",2014,4250,"",NA,NA,"Hybrid","","","270V Li-Ion"
"10414",27054,30,4,"Front-Wheel Drive",1550,"Regular","Regular Gasoline",0,15,"Nissan","Sentra","N","false",0,96,0,0,0,0,0,"Automatic (variable gear ratios)",39.6159,0,"Midsize Cars",2014,3500,"",NA,NA,"","","",""
"10415",27055,30,4,"Front-Wheel Drive",1550,"Regular","Regular Gasoline",0,15,"Nissan","Sentra FE","N","false",0,96,0,0,0,0,0,"Automatic (variable gear ratios)",39.8997,0,"Midsize Cars",2014,3500,"",NA,NA,"","","",""
"10416",27056,30,4,"Front-Wheel Drive",1550,"Regular","Regular Gasoline",0,15,"Nissan","Sentra","N","false",0,96,0,0,0,0,0,"Automatic (variable gear ratios)",38.5605,0,"Midsize Cars",2014,3500,"",NA,NA,"","","",""
"10417",27057,20,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",0,17,"Ford","Special Service Police FWD","N","false",0,103,0,0,0,0,0,"Automatic 6-spd",25.6,0,"Large Cars",2014,500,"",TRUE,NA,"","","",""
"10418",27058,21,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",23,0,"Kia","Forte 5","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",26.9,0,"Large Cars",2014,500,"",TRUE,NA,"","","",""
"10420",27060,24,4,"Front-Wheel Drive",1850,"Regular","Regular Gasoline",23,0,"Kia","Forte 5","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",30.9495,0,"Large Cars",2014,2000,"",NA,NA,"","","",""
"10428",27069,26,4,"Front-Wheel Drive",1850,"Regular","Regular Gasoline",0,0,"Nissan","Rogue FWD","N","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",33.0278,0,"Small Sport Utility Vehicle 2WD",2014,2000,"",NA,NA,"","","",""
"10431",27073,24,4,"Front-Wheel Drive",2000,"Regular","Regular Gasoline",0,0,"Toyota","RAV4","N","false",0,0,0,0,0,0,0,"Automatic (S6)",30.1,0,"Small Sport Utility Vehicle 2WD",2014,1250,"",NA,NA,"","","",""
"10441",27086,23,4,"Front-Wheel Drive",2100,"Regular","Regular Gasoline",0,0,"Nissan","Rogue Select FWD","N","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",28.9,0,"Small Sport Utility Vehicle 2WD",2014,750,"",NA,NA,"","","",""
"10445",27090,26,4,"Front-Wheel Drive",1750,"Regular","Regular Gasoline",0,15,"Mazda","6","N","false",0,100,0,0,0,0,0,"Automatic (S6)",33.6591,0,"Midsize Cars",2015,2500,"",NA,NA,"","","",""
"10446",27091,28,4,"Front-Wheel Drive",1600,"Regular","Regular Gasoline",0,15,"Mazda","6","N","false",0,100,0,0,0,0,0,"Automatic (S6)",36.3466,0,"Midsize Cars",2015,3250,"",NA,NA,"","","",""
"10451",27097,26,4,"Front-Wheel Drive",1800,"Regular","Regular Gasoline",0,0,"Mazda","CX-5 2WD","N","false",0,0,0,0,0,0,0,"Automatic (S6)",34.1482,0,"Small Sport Utility Vehicle 2WD",2015,2250,"",NA,NA,"","","",""
"10453",27099,25,4,"Front-Wheel Drive",1900,"Regular","Regular Gasoline",0,0,"Mazda","CX-5 2WD","N","false",0,0,0,0,0,0,0,"Automatic (S6)",31.5992,0,"Small Sport Utility Vehicle 2WD",2015,1750,"",NA,NA,"","","",""
"10460",27107,25,4,"Front-Wheel Drive",1800,"Regular","Regular Gasoline",0,16,"Ford","Fusion FWD","N","false",0,100,0,0,0,0,0,"Automatic (S6)",32,0,"Midsize Cars",2014,2250,"",TRUE,NA,"","","",""
"10491",27142,42,4,"Front-Wheel Drive",1300,"Regular","Regular Gasoline",0,24,"Ford","C-MAX Hybrid FWD","N","false",0,100,0,0,0,0,0,"Automatic (variable gear ratios)",57.3,0,"Large Cars",2014,4750,"",NA,NA,"Hybrid","","","280V Li-Ion"
"10585",27291,23,4,"Front-Wheel Drive",1850,"Regular","Regular Gasoline",0,16,"Chrysler","200","N","false",0,101,0,0,0,0,0,"Automatic 9-spd",29.4,0,"Midsize Cars",2015,2000,"",NA,NA,"","","",""
"10587",27293,25,4,"Front-Wheel Drive",1800,"Regular","Regular Gasoline",0,15,"Volvo","S80 FWD","N","false",0,98,0,0,0,0,0,"Automatic (S8)",32.0234,0,"Midsize Cars",2015,2250,"",TRUE,NA,"","","",""
"10595",27302,24,4,"Front-Wheel Drive",1900,"Regular","Regular Gasoline",0,34,"Volvo","XC60 FWD","N","false",0,99,0,0,0,0,0,"Automatic (S8)",30.8,0,"Small Sport Utility Vehicle 2WD",2015,1750,"",TRUE,NA,"","","",""
"10596",27303,24,4,"Front-Wheel Drive",1900,"Regular","Regular Gasoline",0,37,"Volvo","XC70 FWD","N","false",0,98,0,0,0,0,0,"Automatic (S8)",30.8,0,"Small Sport Utility Vehicle 2WD",2015,1750,"",TRUE,NA,"","","",""
"10654",27382,20,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",0,15,"Kia","Optima","N","false",0,102,0,0,0,0,0,"Automatic (S6)",25.3,0,"Midsize Cars",2015,500,"",TRUE,NA,"","","",""
"10678",27422,23,4,"Front-Wheel Drive",1900,"Regular","Regular Gasoline",0,15,"Kia","Optima","N","false",0,102,0,0,0,0,0,"Automatic (S6)",28.9255,0,"Midsize Cars",2015,1750,"",NA,NA,"","","",""
"10680",27425,25,4,"Front-Wheel Drive",1800,"Regular","Regular Gasoline",0,14,"Kia","Forte","N","false",0,96,0,0,0,0,0,"Automatic (S6)",31.6206,0,"Midsize Cars",2015,2250,"",NA,NA,"","","",""
"10682",27427,25,4,"Front-Wheel Drive",1850,"Regular","Regular Gasoline",23,0,"Kia","Forte 5","N","false",0,0,0,0,0,0,0,"Automatic (S6)",31.8,0,"Large Cars",2015,2000,"",NA,NA,"","","",""
"10683",27428,21,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",23,0,"Kia","Forte 5","N","false",0,0,0,0,0,0,0,"Automatic (S6)",26.9,0,"Large Cars",2015,500,"",TRUE,NA,"","","",""
"10728",27482,25,4,"Front-Wheel Drive",1800,"Regular","Regular Gasoline",0,13,"Buick","Regal eAssist","N","false",0,98,0,0,0,0,0,"Automatic (S6)",31.5,0,"Midsize Cars",2015,2250,"",NA,NA,"Hybrid","","","115V Li-Ion"
"10729",27483,25,4,"Front-Wheel Drive",1800,"Regular","Regular Gasoline",0,16,"Buick","LaCrosse eAssist","N","false",0,100,0,0,0,0,0,"Automatic (S6)",31.5,0,"Midsize Cars",2015,2250,"",NA,NA,"Hybrid","","","115V Li-Ion"
"10732",27486,21,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",0,13,"Buick","Regal","N","false",0,98,0,0,0,0,0,"Automatic (S6)",26,0,"Midsize Cars",2015,500,"",TRUE,NA,"","","",""
"10735",27489,26,4,"Front-Wheel Drive",1750,"Regular","Regular Gasoline",0,16,"Chevrolet","Cruze","N","false",0,94,0,0,0,0,0,"Automatic (S6)",33.3,0,"Midsize Cars",2015,2500,"",TRUE,NA,"","","",""
"10736",27490,27,4,"Front-Wheel Drive",1650,"Regular","Regular Gasoline",0,19,"Chevrolet","Sonic 5","N","false",0,91,0,0,0,0,0,"Automatic (S6)",34.8,0,"Midsize Cars",2015,3000,"",TRUE,NA,"","","",""
"10737",27492,25,4,"Front-Wheel Drive",1850,"Regular","Regular Gasoline",0,19,"Chevrolet","Sonic 5 RS","N","false",0,91,0,0,0,0,0,"Automatic (S6)",32.1,0,"Midsize Cars",2015,2000,"",TRUE,NA,"","","",""
"10739",27494,22,4,"Front-Wheel Drive",1900,"Regular","Regular Gasoline",0,16,"Chevrolet","Cruze","N","false",0,94,0,0,0,0,0,"Automatic (S6)",28.5,0,"Midsize Cars",2015,1750,"",NA,NA,"","","",""
"10741",27496,25,4,"Front-Wheel Drive",1800,"Regular","Regular Gasoline",0,16,"Chevrolet","Malibu","N","false",0,100,0,0,0,0,0,"Automatic (S6)",32.5971,0,"Midsize Cars",2015,2250,"",NA,NA,"","","",""
"10742",27497,21,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",0,16,"Chevrolet","Malibu","N","false",0,100,0,0,0,0,0,"Automatic (S6)",26,0,"Midsize Cars",2015,500,"",TRUE,NA,"","","",""
"10743",27498,24,4,"Front-Wheel Drive",1850,"Regular","Regular Gasoline",0,15,"Hyundai","Elantra","N","false",0,96,0,0,0,0,0,"Automatic (S6)",31.0157,0,"Midsize Cars",2015,2000,"",NA,NA,"","","",""
"10746",27501,27,4,"Front-Wheel Drive",1650,"Regular","Regular Gasoline",0,15,"Nissan","Altima","N","false",0,102,0,0,0,0,0,"Automatic (variable gear ratios)",35.0859,0,"Midsize Cars",2015,3000,"",NA,NA,"","","",""
"10752",27508,22,4,"Front-Wheel Drive",2100,"Regular","Regular Gasoline",0,19,"Chevrolet","Impala","N","false",0,105,0,0,0,0,0,"Automatic (S6)",30.2,0,"Large Cars",2015,750,"",NA,NA,"","","",""
"10755",27511,20,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",0,17,"Ford","Special Service Police FWD","N","false",0,103,0,0,0,0,0,"Automatic 6-spd",25.6,0,"Large Cars",2015,500,"",TRUE,NA,"","","",""
"10756",27512,22,4,"Front-Wheel Drive",2000,"Regular","Regular Gasoline",0,20,"Ford","Taurus FWD","N","false",0,102,0,0,0,0,0,"Automatic (S6)",28.5,0,"Large Cars",2015,1250,"",TRUE,NA,"","","",""
"10760",27517,25,4,"Front-Wheel Drive",1800,"Regular","Regular Gasoline",0,16,"Hyundai","Sonata","N","false",0,106,0,0,0,0,0,"Automatic (S6)",31.5165,0,"Large Cars",2015,2250,"",NA,NA,"","","",""
"10761",27518,24,4,"Front-Wheel Drive",1850,"Regular","Regular Gasoline",0,16,"Hyundai","Sonata Sport Limited","N","false",0,106,0,0,0,0,0,"Automatic (S6)",30.4244,0,"Large Cars",2015,2000,"",NA,NA,"","","",""
"10771",27529,22,4,"Front-Wheel Drive",2000,"Regular","Regular Gasoline",0,28,"Chevrolet","Equinox FWD","N","false",0,100,0,0,0,0,0,"Automatic 6-spd",28.3968,0,"Small Sport Utility Vehicle 2WD",2015,1250,"",NA,NA,"","","",""
"10774",27532,22,4,"Front-Wheel Drive",2000,"Regular","Regular Gasoline",0,28,"GMC","Terrain FWD","N","false",0,100,0,0,0,0,0,"Automatic 6-spd",28.3968,0,"Small Sport Utility Vehicle 2WD",2015,1250,"",NA,NA,"","","",""
"10812",27594,28,4,"Front-Wheel Drive",1600,"Regular","Regular Gasoline",0,15,"Hyundai","Elantra","N","false",0,96,0,0,0,0,0,"Automatic (S6)",35.9434,0,"Midsize Cars",2015,3250,"",NA,NA,"","","",""
"10813",27595,27,4,"Front-Wheel Drive",1650,"Regular","Regular Gasoline",0,15,"Hyundai","Elantra Limited","N","false",0,96,0,0,0,0,0,"Automatic (S6)",35.1598,0,"Midsize Cars",2015,3000,"",NA,NA,"","","",""
"10815",27597,26,4,"Front-Wheel Drive",1650,"Regular","Regular Gasoline",0,14,"Kia","Forte","N","false",0,96,0,0,0,0,0,"Automatic (S6)",33.979,0,"Midsize Cars",2015,3000,"",NA,NA,"","","",""
"10842",27630,21,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",0,0,"Hyundai","Tucson 2WD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",26.1264,0,"Small Sport Utility Vehicle 2WD",2015,500,"",NA,NA,"","","",""
"10843",27631,23,4,"Front-Wheel Drive",2100,"Regular","Regular Gasoline",0,0,"Hyundai","Tucson 2WD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",29.3,0,"Small Sport Utility Vehicle 2WD",2015,750,"",NA,NA,"","","",""
"10883",27689,22,4,"Front-Wheel Drive",2000,"Regular","Regular Gasoline",0,16,"Ford","Fusion FWD","N","false",0,100,0,0,0,0,0,"Automatic (S6)",28.6,0,"Midsize Cars",2015,1250,"",TRUE,NA,"","","",""
"10884",27691,22,4,"Front-Wheel Drive",2000,"Regular","Regular Gasoline",0,16,"Ford","Fusion FWD","N","false",0,100,0,0,0,0,0,"Automatic (S6)",28.3801,0,"Midsize Cars",2015,1250,"",NA,NA,"","","",""
"10885",27692,25,4,"Front-Wheel Drive",1800,"Regular","Regular Gasoline",0,16,"Ford","Fusion FWD","N","false",0,100,0,0,0,0,0,"Automatic (S6)",32,0,"Midsize Cars",2015,2250,"",TRUE,NA,"","","",""
"10886",27693,24,4,"Front-Wheel Drive",1850,"Regular","Regular Gasoline",0,16,"Ford","Fusion FWD","N","false",0,100,0,0,0,0,0,"Automatic (S6)",30.2935,0,"Midsize Cars",2015,2000,"",TRUE,NA,"","","",""
"10887",27694,36,4,"Front-Wheel Drive",1350,"Regular","Regular Gasoline",0,12,"Hyundai","Sonata Hybrid","N","false",0,104,0,0,0,0,0,"Auto(AM6)",48,0,"Midsize Cars",2015,4500,"",NA,NA,"Hybrid","","","270V Li-Ion"
"10888",27695,36,4,"Front-Wheel Drive",1400,"Regular","Regular Gasoline",0,12,"Hyundai","Sonata Hybrid Limited","N","false",0,104,0,0,0,0,0,"Auto(AM6)",47.7,0,"Midsize Cars",2015,4250,"",NA,NA,"Hybrid","","","270V Li-Ion"
"10890",27698,22,4,"Front-Wheel Drive",2000,"Regular","Regular Gasoline",0,16,"Lincoln","MKZ FWD","N","false",0,99,0,0,0,0,0,"Automatic (S6)",28.6,0,"Midsize Cars",2015,1250,"",TRUE,NA,"","","",""
"10895",27705,21,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",0,0,"Kia","Sportage FWD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",26.0691,0,"Small Sport Utility Vehicle 2WD",2015,500,"",NA,NA,"","","",""
"10915",27730,25,4,"Front-Wheel Drive",1850,"Regular","Regular Gasoline",0,19,"Chevrolet","Sonic 5","N","false",0,91,0,0,0,0,0,"Automatic (S6)",31.5,0,"Midsize Cars",2015,2000,"",NA,NA,"","","",""
"10921",27743,25,4,"Front-Wheel Drive",1900,"Regular","Regular Gasoline",0,10,"Mitsubishi","Outlander 2WD","N","false",0,128,0,0,0,0,0,"Auto(AV-S6)",31.7016,0,"Small Sport Utility Vehicle 2WD",2015,1750,"",NA,NA,"","","",""
"10923",27745,25,4,"Front-Wheel Drive",1850,"Regular","Regular Gasoline",0,22,"Mitsubishi","Outlander Sport 2WD","N","false",0,97,0,0,0,0,0,"Auto(AV-S6)",32.4178,0,"Small Sport Utility Vehicle 2WD",2015,2000,"",NA,NA,"","","",""
"10936",27767,44,4,"Front-Wheel Drive",1250,"Regular","Regular Gasoline",0,16,"Ford","Fusion Hybrid FWD","N","false",0,101,0,0,0,0,0,"Automatic (variable gear ratios)",60.3507,0,"Midsize Cars",2015,5000,"",NA,NA,"Hybrid","","","280V Li-Ion"
"10943",27775,30,4,"Front-Wheel Drive",1550,"Regular","Regular Gasoline",22,0,"Mazda","3 5-Door","N","false",0,0,0,0,0,0,0,"Automatic (S6)",38.6,0,"Midsize Cars",2015,3500,"",NA,NA,"","","",""
"10944",27776,27,4,"Front-Wheel Drive",1650,"Regular","Regular Gasoline",22,0,"Mazda","3 5-Door","N","false",0,0,0,0,0,0,0,"Automatic (S6)",35.4031,0,"Midsize Cars",2015,3000,"",NA,NA,"","","",""
"10945",27777,28,4,"Front-Wheel Drive",1600,"Regular","Regular Gasoline",22,0,"Mazda","3 5-Door","N","false",0,0,0,0,0,0,0,"Automatic (S6)",37.0461,0,"Midsize Cars",2015,3250,"",NA,NA,"","","",""
"10949",27782,41,4,"Front-Wheel Drive",1300,"Regular","Regular Gasoline",0,12,"Lincoln","MKZ Hybrid FWD","N","false",0,99,0,0,0,0,0,"Automatic (variable gear ratios)",60.4066,0,"Midsize Cars",2015,4750,"",NA,NA,"Hybrid","","",""
"10973",27818,24,4,"Front-Wheel Drive",1850,"Regular","Regular Gasoline",0,16,"Volkswagen","Passat","N","false",0,102,0,0,0,0,0,"Automatic (S6)",31.2,0,"Midsize Cars",2015,2000,"",TRUE,NA,"","","",""
"10974",27819,23,4,"Front-Wheel Drive",2000,"Regular","Regular Gasoline",0,16,"Hyundai","Sonata","N","false",0,106,0,0,0,0,0,"Automatic (S6)",28.7,0,"Large Cars",2015,1250,"",TRUE,NA,"","","",""
"11055",27910,21,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",0,0,"Mazda","5","N","false",0,0,0,0,0,0,0,"Automatic (S5)",27.2745,0,"Minivan - 2WD",2015,500,"",NA,NA,"","","",""
"11056",27911,22,4,"Front-Wheel Drive",2100,"Regular","Regular Gasoline",0,0,"Jeep","Cherokee FWD","N","false",0,0,0,0,0,0,0,"Automatic 9-spd",27.3,0,"Small Sport Utility Vehicle 2WD",2015,750,"",NA,NA,"","","",""
"11109",27971,36,4,"Front-Wheel Drive",1350,"Regular","Regular Gasoline",0,11,"Kia","Optima Hybrid","N","false",0,102,0,0,0,0,0,"Auto(AM6)",48,0,"Midsize Cars",2015,4500,"",NA,NA,"Hybrid","","","270V Li-Ion"
"11110",27972,35,4,"Front-Wheel Drive",1400,"Regular","Regular Gasoline",0,11,"Kia","Optima Hybrid EX","N","false",0,102,0,0,0,0,0,"Auto(AM6)",47,0,"Midsize Cars",2015,4250,"",NA,NA,"Hybrid","","","270V Li-Ion"
"11133",27997,22,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",0,0,"Jeep","Compass FWD","N","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",27.9,0,"Small Sport Utility Vehicle 2WD",2015,500,"",NA,NA,"","","",""
"11136",28000,22,4,"Front-Wheel Drive",2150,"Regular","Regular Gasoline",0,0,"Jeep","Patriot FWD","N","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",27.9,0,"Small Sport Utility Vehicle 2WD",2015,500,"",NA,NA,"","","",""
"11157",28025,23,4,"Front-Wheel Drive",1900,"Regular","Regular Gasoline",13,0,"Dodge","Dart","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",29.6946,0,"Midsize Cars",2015,1750,"",NA,NA,"","","",""
"11162",28030,22,4,"Front-Wheel Drive",2000,"Regular","Regular Gasoline",13,0,"Dodge","Dart GT","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",28.2996,0,"Midsize Cars",2015,1250,"",NA,NA,"","","",""
"11164",28032,29,4,"Front-Wheel Drive",1600,"Regular","Regular Gasoline",0,13,"Toyota","Corolla","N","false",0,98,0,0,0,0,0,"Automatic (variable gear ratios)",37.5,0,"Midsize Cars",2015,3250,"",NA,NA,"","","",""
"11165",28033,27,4,"Front-Wheel Drive",1650,"Regular","Regular Gasoline",0,13,"Toyota","Corolla","N","false",0,98,0,0,0,0,0,"Automatic 4-spd",35.4,0,"Midsize Cars",2015,3000,"",NA,NA,"","","",""
"11167",28037,30,4,"Front-Wheel Drive",1500,"Regular","Regular Gasoline",0,13,"Toyota","Corolla LE Eco","N","false",0,98,0,0,0,0,0,"Automatic (variable gear ratios)",39.8449,0,"Midsize Cars",2015,3750,"",NA,NA,"","","",""
"11168",28038,30,4,"Front-Wheel Drive",1550,"Regular","Regular Gasoline",0,13,"Toyota","Corolla LE Eco","N","false",0,98,0,0,0,0,0,"Automatic (variable gear ratios)",39.8449,0,"Midsize Cars",2015,3500,"",NA,NA,"","","",""
"11169",28039,29,4,"Front-Wheel Drive",1600,"Regular","Regular Gasoline",0,13,"Toyota","Corolla","N","false",0,98,0,0,0,0,0,"Auto(AV-S7)",37.2769,0,"Midsize Cars",2015,3250,"",NA,NA,"","","",""
"11208",28093,27,4,"Front-Wheel Drive",1650,"Regular","Regular Gasoline",0,16,"Honda","Accord","N","false",92,103,0,0,0,0,0,"Automatic (variable gear ratios)",34.8365,0,"Midsize Cars",2015,3000,"",NA,NA,"","","",""
"11209",28094,26,4,"Front-Wheel Drive",1800,"Regular","Regular Gasoline",0,16,"Honda","Accord","N","false",92,103,0,0,0,0,0,"Auto(AV-S7)",33.6849,0,"Midsize Cars",2015,2250,"",NA,NA,"","","",""
"11212",28097,51,4,"Front-Wheel Drive",1050,"Regular","Regular Gasoline",22,0,"Toyota","Prius","N","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",72.0295,0,"Midsize Cars",2015,6000,"",NA,NA,"Hybrid","","","202V Ni-MH"
"11219",28105,28,4,"Front-Wheel Drive",1600,"Regular","Regular Gasoline",0,16,"Hyundai","Sonata","N","false",0,106,0,0,0,0,0,"Auto(AM7)",36.3,0,"Large Cars",2015,3250,"",TRUE,NA,"","","",""
"11233",28120,24,4,"Front-Wheel Drive",2000,"Regular","Regular Gasoline",0,0,"Toyota","RAV4","N","false",0,0,0,0,0,0,0,"Automatic (S6)",30.1,0,"Small Sport Utility Vehicle 2WD",2015,1250,"",NA,NA,"","","",""
"11276",28174,26,4,"Front-Wheel Drive",1650,"Regular","Regular Gasoline",0,16,"Chevrolet","Cruze Eco","N","false",0,94,0,0,0,0,0,"Automatic 6-spd",33.7,0,"Midsize Cars",2015,3000,"",TRUE,NA,"","","",""
"11278",28176,50,4,"Front-Wheel Drive",1100,"Regular","Regular Gasoline",0,16,"Honda","Accord Hybrid","N","false",92,103,0,0,0,0,0,"Automatic (variable gear ratios)",70.2278,0,"Midsize Cars",2015,5750,"",NA,NA,"Hybrid","","","259V Li-Ion"
"11293",28193,25,4,"Front-Wheel Drive",1850,"Regular","Regular Gasoline",0,0,"Buick","Encore","N","false",0,0,0,0,0,0,0,"Automatic (S6)",33.3,0,"Small Sport Utility Vehicle 2WD",2015,2000,"",TRUE,NA,"","","",""
"11332",28243,23,4,"Front-Wheel Drive",2000,"Regular","Regular Gasoline",0,0,"Ford","Escape FWD","N","false",0,0,0,0,0,0,0,"Automatic (S6)",28.9,0,"Small Sport Utility Vehicle 2WD",2015,1250,"",TRUE,NA,"","","",""
"11333",28244,22,4,"Front-Wheel Drive",2100,"Regular","Regular Gasoline",0,0,"Ford","Escape FWD","N","false",0,0,0,0,0,0,0,"Automatic (S6)",27.3316,0,"Small Sport Utility Vehicle 2WD",2015,750,"",TRUE,NA,"","","",""
"11334",28246,22,4,"Front-Wheel Drive",2100,"Regular","Regular Gasoline",0,0,"Ford","Escape FWD","N","false",0,0,0,0,0,0,0,"Automatic (S6)",27.2989,0,"Small Sport Utility Vehicle 2WD",2015,750,"",NA,NA,"","","",""
"11335",28247,22,4,"Front-Wheel Drive",2100,"Regular","Regular Gasoline",0,0,"Honda","Crosstour 2WD","N","false",0,0,0,0,0,0,0,"Automatic 5-spd",27.7,0,"Small Sport Utility Vehicle 2WD",2015,750,"",NA,NA,"","","",""
"11339",28251,26,4,"Front-Wheel Drive",1850,"Regular","Regular Gasoline",0,0,"Nissan","Rogue FWD","N","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",33.0469,0,"Small Sport Utility Vehicle 2WD",2015,2000,"",NA,NA,"","","",""
