"","X","city08","cityA08","cityCD","cityE","cityUF","combE","cylinders","drive","fuelCost08","fuelCostA08","fuelType","fuelType1","hlv","lv4","make","model","mpgData","phevBlended","pv2","pv4","range","rangeCity","rangeCityA","rangeHwy","rangeHwyA","trany","UCity","UCityA","VClass","year","youSaveSpend","guzzler","tCharger","sCharger","atvType","fuelType2","rangeA","evMotor"
"9852",26346,20,0,0,0,0,0,6,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,0,"Nissan","Pathfinder 2WD","N","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",24.6411,0,"Small Sport Utility Vehicle 2WD",2014,-500,"",NA,NA,"","","",""
"9934",26471,26,0,0,0,0,0,4,"Front-Wheel Drive",1750,0,"Regular","Regular Gasoline",0,16,"Chevrolet","Cruze","N","false",0,94,0,0,0,0,0,"Manual 6-spd",33.7,0,"Midsize Cars",2014,2500,"",TRUE,NA,"","","",""
"9935",26472,28,0,0,0,0,0,4,"Front-Wheel Drive",1550,0,"Regular","Regular Gasoline",0,16,"Chevrolet","Cruze Eco","N","false",0,94,0,0,0,0,0,"Manual 6-spd",36.5,0,"Midsize Cars",2014,3500,"",TRUE,NA,"","","",""
"9936",26474,29,0,0,0,0,0,4,"Front-Wheel Drive",1550,0,"Regular","Regular Gasoline",0,19,"Chevrolet","Sonic 5","N","false",0,91,0,0,0,0,0,"Manual 6-spd",37.1,0,"Midsize Cars",2014,3500,"",TRUE,NA,"","","",""
"9937",26475,27,0,0,0,0,0,4,"Front-Wheel Drive",1650,0,"Regular","Regular Gasoline",0,19,"Chevrolet","Sonic 5","N","false",0,91,0,0,0,0,0,"Automatic (S6)",34.8,0,"Midsize Cars",2014,3000,"",TRUE,NA,"","","",""
"9938",26476,27,0,0,0,0,0,4,"Front-Wheel Drive",1750,0,"Regular","Regular Gasoline",0,19,"Chevrolet","Sonic 5 RS","N","false",0,91,0,0,0,0,0,"Manual 6-spd",35,0,"Midsize Cars",2014,2500,"",TRUE,NA,"","","",""
"9939",26477,25,0,0,0,0,0,4,"Front-Wheel Drive",1850,0,"Regular","Regular Gasoline",0,19,"Chevrolet","Sonic 5 RS","N","false",0,91,0,0,0,0,0,"Automatic (S6)",32.1,0,"Midsize Cars",2014,2000,"",TRUE,NA,"","","",""
"9940",26478,23,0,0,0,0,0,4,"Front-Wheel Drive",1850,0,"Regular","Regular Gasoline",0,16,"Ford","Fusion FWD","N","false",0,100,0,0,0,0,0,"Automatic (S6)",29.6252,0,"Midsize Cars",2014,2000,"",TRUE,NA,"","","",""
"9941",26479,25,0,0,0,0,0,4,"Front-Wheel Drive",1800,0,"Regular","Regular Gasoline",0,16,"Ford","Fusion FWD","N","false",0,100,0,0,0,0,0,"Manual 6-spd",32.4791,0,"Midsize Cars",2014,2250,"",TRUE,NA,"","","",""
"9943",26481,22,0,0,0,0,0,4,"Front-Wheel Drive",2000,0,"Regular","Regular Gasoline",0,16,"Ford","Fusion FWD","N","false",0,100,0,0,0,0,0,"Automatic (S6)",28.5,0,"Midsize Cars",2014,1250,"",TRUE,NA,"","","",""
"9944",26482,22,0,0,0,0,0,4,"Front-Wheel Drive",2000,0,"Regular","Regular Gasoline",0,16,"Ford","Fusion FWD","N","false",0,100,0,0,0,0,0,"Automatic (S6)",28.296,0,"Midsize Cars",2014,1250,"",NA,NA,"","","",""
"9948",26487,22,0,0,0,0,0,4,"Front-Wheel Drive",2000,0,"Regular","Regular Gasoline",0,16,"Lincoln","MKZ FWD","N","false",0,99,0,0,0,0,0,"Automatic (S6)",28.5,0,"Midsize Cars",2014,1250,"",TRUE,NA,"","","",""
"9950",26489,19,0,0,0,0,0,6,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,16,"Lincoln","MKZ FWD","N","false",0,99,0,0,0,0,0,"Automatic (S6)",23.3,0,"Midsize Cars",2014,-500,"",NA,NA,"","","",""
"9969",26513,17,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,0,"Chrysler","Town and Country","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",21.4,0,"Minivan - 2WD",2014,-1750,"",NA,NA,"","","",""
"9970",26514,17,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,0,"Dodge","Grand Caravan","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",21.4,0,"Minivan - 2WD",2014,-1750,"",NA,NA,"","","",""
"9974",26519,19,0,0,0,0,0,4,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,0,"Dodge","Journey FWD","N","false",0,0,0,0,0,0,0,"Automatic 4-spd",23.3,0,"Small Sport Utility Vehicle 2WD",2014,-1000,"",NA,NA,"","","",""
"10024",26579,18,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,16,"Buick","LaCrosse","N","false",0,100,0,0,0,0,0,"Automatic (S6)",22.4585,0,"Midsize Cars",2014,-1000,"",NA,NA,"","","",""
"10025",26580,21,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,13,"Buick","Regal","N","false",0,98,0,0,0,0,0,"Automatic (S6)",26,0,"Midsize Cars",2014,500,"",TRUE,NA,"","","",""
"10026",26581,19,0,0,0,0,0,4,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,13,"Buick","Regal","N","false",0,98,0,0,0,0,0,"Automatic (S6)",24.5,0,"Midsize Cars",2014,0,"",NA,NA,"","","",""
"10027",26582,20,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,13,"Buick","Regal","N","false",0,98,0,0,0,0,0,"Manual 6-spd",25.7,0,"Midsize Cars",2014,500,"",TRUE,NA,"","","",""
"10028",26584,21,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,14,"Chrysler","200","N","false",0,100,0,0,0,0,0,"Automatic 4-spd",26.5,0,"Midsize Cars",2014,500,"",NA,NA,"","","",""
"10029",26585,20,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,14,"Chrysler","200","N","false",0,100,0,0,0,0,0,"Automatic 6-spd",24.8,0,"Midsize Cars",2014,500,"",NA,NA,"","","",""
"10031",26587,21,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,13,"Dodge","Avenger","N","false",0,100,0,0,0,0,0,"Automatic 4-spd",26.5,0,"Midsize Cars",2014,500,"",NA,NA,"","","",""
"10032",26588,20,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,13,"Dodge","Avenger","N","false",0,100,0,0,0,0,0,"Automatic 6-spd",24.8,0,"Midsize Cars",2014,500,"",NA,NA,"","","",""
"10051",26612,18,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,18,"Cadillac","XTS","N","false",0,104,0,0,0,0,0,"Automatic (S6)",22.4584,0,"Large Cars",2014,-1000,"",NA,NA,"","","",""
"10069",26636,23,0,0,0,0,0,4,"Front-Wheel Drive",2000,0,"Regular","Regular Gasoline",0,0,"Honda","CR-V 2WD","N","false",0,0,0,0,0,0,0,"Automatic 5-spd",29.1163,0,"Small Sport Utility Vehicle 2WD",2014,1250,"",NA,NA,"","","",""
"10070",26637,17,0,0,0,0,0,6,"Front-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,0,"Mazda","CX-9 2WD","N","false",0,0,0,0,0,0,0,"Automatic (S6)",21.1016,0,"Small Sport Utility Vehicle 2WD",2014,-2500,"",NA,NA,"","","",""
"10076",26645,17,0,0,0,0,0,6,"Front-Wheel Drive",2750,0,"Regular","Regular Gasoline",0,30,"Cadillac","SRX 2WD","N","false",0,101,0,0,0,0,0,"Automatic (S6)",20.615,0,"Standard Sport Utility Vehicle 2WD",2014,-2500,"",NA,NA,"","","",""
"10088",26658,27,0,0,0,0,0,4,"Front-Wheel Drive",1650,0,"Regular","Regular Gasoline",0,15,"Nissan","Altima","N","false",0,102,0,0,0,0,0,"Automatic (variable gear ratios)",35.0598,0,"Midsize Cars",2014,3000,"",NA,NA,"","","",""
"10089",26659,22,0,0,0,0,0,6,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,15,"Nissan","Altima","N","false",0,102,0,0,0,0,0,"Auto(AV-S7)",27.7267,0,"Midsize Cars",2014,750,"",NA,NA,"","","",""
"10096",26667,20,0,0,0,0,0,4,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,0,"Toyota","Venza","N","false",0,0,0,0,0,0,0,"Automatic (S6)",25.7,0,"Small Sport Utility Vehicle 2WD",2014,0,"",NA,NA,"","","",""
"10097",26668,19,0,0,0,0,0,6,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,0,"Toyota","Venza","N","false",0,0,0,0,0,0,0,"Automatic (S6)",23.7,0,"Small Sport Utility Vehicle 2WD",2014,-500,"",NA,NA,"","","",""
"10117",26694,27,0,0,0,0,0,4,"Front-Wheel Drive",1650,0,"Regular","Regular Gasoline",22,0,"Mazda","3 5-Door","N","false",0,0,0,0,0,0,0,"Automatic (S6)",35.3939,0,"Midsize Cars",2014,3000,"",NA,NA,"","","",""
"10118",26695,28,0,0,0,0,0,4,"Front-Wheel Drive",1600,0,"Regular","Regular Gasoline",22,0,"Mazda","3 5-Door","N","false",0,0,0,0,0,0,0,"Automatic (S6)",36.9459,0,"Midsize Cars",2014,3250,"",NA,NA,"","","",""
"10119",26696,25,0,0,0,0,0,4,"Front-Wheel Drive",1850,0,"Regular","Regular Gasoline",0,15,"Toyota","Camry","N","false",0,103,0,0,0,0,0,"Automatic (S6)",32,0,"Midsize Cars",2014,2000,"",NA,NA,"","","",""
"10120",26698,43,0,0,0,0,0,4,"Front-Wheel Drive",1250,0,"Regular","Regular Gasoline",0,13,"Toyota","Camry Hybrid LE","N","false",0,103,0,0,0,0,0,"Automatic (variable gear ratios)",58.5,0,"Midsize Cars",2014,5000,"",NA,NA,"Hybrid","","","245V Ni-MH"
"10121",26699,40,0,0,0,0,0,4,"Front-Wheel Drive",1300,0,"Regular","Regular Gasoline",0,13,"Toyota","Camry Hybrid XLE/SE","N","false",0,103,0,0,0,0,0,"Automatic (variable gear ratios)",55.0738,0,"Midsize Cars",2014,4750,"",NA,NA,"Hybrid","","","245V Ni-MH"
"10122",26700,21,0,0,0,0,0,6,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,15,"Toyota","Camry","N","false",0,103,0,0,0,0,0,"Automatic (S6)",27.1,0,"Midsize Cars",2014,750,"",NA,NA,"","","",""
"10130",26710,23,0,0,0,0,0,4,"Front-Wheel Drive",2000,0,"Regular","Regular Gasoline",0,0,"Jeep","Patriot FWD","N","false",0,0,0,0,0,0,0,"Manual 5-spd",29.3,0,"Small Sport Utility Vehicle 2WD",2014,1250,"",NA,NA,"","","",""
"10138",26720,25,0,0,0,0,0,4,"Front-Wheel Drive",1800,0,"Regular","Regular Gasoline",0,16,"Chevrolet","Malibu","N","false",0,100,0,0,0,0,0,"Automatic (S6)",32.4254,0,"Midsize Cars",2014,2250,"",NA,NA,"","","",""
"10139",26721,44,0,0,0,0,0,4,"Front-Wheel Drive",1250,0,"Regular","Regular Gasoline",0,16,"Ford","Fusion Hybrid FWD","N","false",0,101,0,0,0,0,0,"Automatic (variable gear ratios)",60.3697,0,"Midsize Cars",2014,5000,"",NA,NA,"Hybrid","","","280V Li-Ion"
"10140",26722,26,0,0,0,0,0,4,"Front-Wheel Drive",1800,0,"Regular","Regular Gasoline",0,16,"Honda","Accord","N","false",92,103,0,0,0,0,0,"Auto(AV-S7)",33.5744,0,"Midsize Cars",2014,2250,"",NA,NA,"","","",""
"10141",26723,21,0,0,0,0,0,6,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,16,"Honda","Accord","N","false",92,103,0,0,0,0,0,"Automatic (S6)",26.0702,0,"Midsize Cars",2014,750,"",NA,NA,"","","",""
"10142",26724,18,0,0,0,0,0,6,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,16,"Honda","Accord","N","false",92,103,0,0,0,0,0,"Manual 6-spd",22.7499,0,"Midsize Cars",2014,-500,"",NA,NA,"","","",""
"10143",26725,38,0,0,0,0,0,4,"Front-Wheel Drive",1350,0,"Regular","Regular Gasoline",0,12,"Lincoln","MKZ Hybrid FWD","N","false",0,99,0,0,0,0,0,"Automatic (variable gear ratios)",60.3697,0,"Midsize Cars",2014,4500,"",NA,NA,"Hybrid","","","280V Li-Ion"
"10144",26726,44,0,0,0,0,0,4,"Front-Wheel Drive",1250,0,"Regular","Regular Gasoline",0,34,"Toyota","Prius v","N","false",0,97,0,0,0,0,0,"Automatic (variable gear ratios)",59.8417,0,"Midsize Station Wagons",2014,5000,"",NA,NA,"Hybrid","","","202V Ni-MH"
"10145",26727,22,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,0,"Mazda","5","N","false",0,0,0,0,0,0,0,"Automatic (S5)",27.3042,0,"Minivan - 2WD",2014,500,"",NA,NA,"","","",""
"10146",26728,21,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,0,"Mazda","5","N","false",0,0,0,0,0,0,0,"Manual 6-spd",27,0,"Minivan - 2WD",2014,500,"",NA,NA,"","","",""
"10167",26756,24,0,0,0,0,0,4,"Front-Wheel Drive",1850,0,"Regular","Regular Gasoline",0,16,"Honda","Accord","N","false",92,103,0,0,0,0,0,"Manual 6-spd",30.466,0,"Midsize Cars",2014,2000,"",NA,NA,"","","",""
"10168",26757,27,0,0,0,0,0,4,"Front-Wheel Drive",1750,0,"Regular","Regular Gasoline",0,16,"Honda","Accord","N","false",92,103,0,0,0,0,0,"Automatic (variable gear ratios)",34.2916,0,"Midsize Cars",2014,2500,"",NA,NA,"","","",""
"10169",26758,21,0,0,0,0,0,6,"Front-Wheel Drive",2000,0,"Regular","Regular Gasoline",0,16,"Honda","Accord","N","false",92,103,0,0,0,0,0,"Automatic 6spd",27.0002,0,"Midsize Cars",2014,1250,"",NA,NA,"","","",""
"10187",26785,19,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,0,"Nissan","Quest","N","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",23.9482,0,"Minivan - 2WD",2014,-1000,"",NA,NA,"","","",""
"10188",26786,18,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,0,"Toyota","Sienna 2WD","N","false",0,0,0,0,0,0,0,"Automatic (S6)",22.6574,0,"Minivan - 2WD",2014,-1000,"",NA,NA,"","","",""
"10190",26788,18,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,0,"Honda","Pilot 2WD","N","false",0,0,0,0,0,0,0,"Automatic 5-spd",22.2302,0,"Small Sport Utility Vehicle 2WD",2014,-1000,"",NA,NA,"","","",""
"10191",26789,21,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,0,"Hyundai","Tucson 2WD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",26.1502,0,"Small Sport Utility Vehicle 2WD",2014,500,"",NA,NA,"","","",""
"10192",26790,23,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,0,"Hyundai","Tucson 2WD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",29.3,0,"Small Sport Utility Vehicle 2WD",2014,750,"",NA,NA,"","","",""
"10193",26791,19,0,0,0,0,0,6,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,0,"Jeep","Cherokee FWD","N","false",0,0,0,0,0,0,0,"Automatic 9-spd",24.1,0,"Small Sport Utility Vehicle 2WD",2014,-500,"",NA,NA,"","","",""
"10194",26792,22,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,0,"Jeep","Cherokee FWD","N","false",0,0,0,0,0,0,0,"Automatic 9-spd",27.3,0,"Small Sport Utility Vehicle 2WD",2014,750,"",NA,NA,"","","",""
"10207",26812,50,0,0,0,0,0,4,"Front-Wheel Drive",1100,0,"Regular","Regular Gasoline",0,16,"Honda","Accord Hybrid","N","false",92,103,0,0,0,0,0,"Automatic (variable gear ratios)",70.2278,0,"Midsize Cars",2014,5750,"",NA,NA,"Hybrid","","","259V Li-Ion"
"10210",26815,27,0,0,0,0,0,4,"Front-Wheel Drive",1650,0,"Regular","Regular Gasoline",0,13,"Toyota","Corolla","N","false",0,98,0,0,0,0,0,"Automatic 4-spd",35.4,0,"Midsize Cars",2014,3000,"",NA,NA,"","","",""
"10211",26816,29,0,0,0,0,0,4,"Front-Wheel Drive",1600,0,"Regular","Regular Gasoline",0,13,"Toyota","Corolla","N","false",0,98,0,0,0,0,0,"Automatic (variable gear ratios)",37.5,0,"Midsize Cars",2014,3250,"",NA,NA,"","","",""
"10212",26819,29,0,0,0,0,0,4,"Front-Wheel Drive",1600,0,"Regular","Regular Gasoline",0,13,"Toyota","Corolla","N","false",0,98,0,0,0,0,0,"Auto(AV-S7)",37.6032,0,"Midsize Cars",2014,3250,"",NA,NA,"","","",""
"10213",26820,28,0,0,0,0,0,4,"Front-Wheel Drive",1650,0,"Regular","Regular Gasoline",0,13,"Toyota","Corolla","N","false",0,98,0,0,0,0,0,"Manual 6-spd",36.2918,0,"Midsize Cars",2014,3000,"",NA,NA,"","","",""
"10214",26821,30,0,0,0,0,0,4,"Front-Wheel Drive",1500,0,"Regular","Regular Gasoline",0,13,"Toyota","Corolla LE Eco","N","false",0,98,0,0,0,0,0,"Automatic (variable gear ratios)",39.8449,0,"Midsize Cars",2014,3750,"",NA,NA,"","","",""
"10215",26822,30,0,0,0,0,0,4,"Front-Wheel Drive",1550,0,"Regular","Regular Gasoline",0,13,"Toyota","Corolla LE Eco","N","false",0,98,0,0,0,0,0,"Automatic (variable gear ratios)",39.8,0,"Midsize Cars",2014,3500,"",NA,NA,"","","",""
"10245",26857,20,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,15,"Kia","Optima","N","false",0,102,0,0,0,0,0,"Automatic 6-spd",25.3,0,"Midsize Cars",2014,500,"",TRUE,NA,"","","",""
"10246",26858,23,0,0,0,0,0,4,"Front-Wheel Drive",1900,0,"Regular","Regular Gasoline",0,15,"Kia","Optima","N","false",0,102,0,0,0,0,0,"Automatic 6-spd",29.0948,0,"Midsize Cars",2014,1750,"",NA,NA,"","","",""
"10253",26866,18,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,0,"Hyundai","Santa Fe 2WD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",22.5318,0,"Small Sport Utility Vehicle 2WD",2014,-1000,"",NA,NA,"","","",""
"10254",26867,20,0,0,0,0,0,4,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,0,"Hyundai","Santa Fe Sport 2WD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",25.5,0,"Small Sport Utility Vehicle 2WD",2014,0,"",NA,NA,"","","",""
"10255",26868,19,0,0,0,0,0,4,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,0,"Hyundai","Santa Fe Sport 2WD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",24,0,"Small Sport Utility Vehicle 2WD",2014,-500,"",TRUE,NA,"","","",""
"10256",26869,20,0,0,0,0,0,4,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,0,"Kia","Sportage 2WD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",25.8,0,"Small Sport Utility Vehicle 2WD",2014,0,"",TRUE,NA,"","","",""
"10266",26880,24,0,0,0,0,0,4,"Front-Wheel Drive",1850,0,"Regular","Regular Gasoline",0,16,"Hyundai","Sonata","N","false",0,104,0,0,0,0,0,"Automatic 6-spd",30.4211,0,"Large Cars",2014,2000,"",NA,NA,"","","",""
"10267",26881,18,0,0,0,0,0,6,"Front-Wheel Drive",2600,0,"Regular","Regular Gasoline",0,0,"Nissan","Murano FWD","N","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",23,0,"Small Sport Utility Vehicle 2WD",2014,-1750,"",NA,NA,"","","",""
"10278",26896,23,0,0,0,0,0,4,"Front-Wheel Drive",1900,0,"Regular","Regular Gasoline",13,0,"Dodge","Dart","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",29.6946,0,"Midsize Cars",2014,1750,"",NA,NA,"","","",""
"10282",26900,25,0,0,0,0,0,4,"Front-Wheel Drive",1800,0,"Regular","Regular Gasoline",13,0,"Dodge","Dart","N","false",0,0,0,0,0,0,0,"Manual 6-spd",32.1499,0,"Midsize Cars",2014,2250,"",NA,NA,"","","",""
"10283",26901,22,0,0,0,0,0,4,"Front-Wheel Drive",2000,0,"Regular","Regular Gasoline",13,0,"Dodge","Dart GT","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",28.2996,0,"Midsize Cars",2014,1250,"",NA,NA,"","","",""
"10284",26902,23,0,0,0,0,0,4,"Front-Wheel Drive",1900,0,"Regular","Regular Gasoline",13,0,"Dodge","Dart GT","N","false",0,0,0,0,0,0,0,"Manual 6-spd",29.2986,0,"Midsize Cars",2014,1750,"",NA,NA,"","","",""
"10294",26913,40,0,0,0,0,0,4,"Front-Wheel Drive",1300,0,"Regular","Regular Gasoline",0,14,"Toyota","Avalon Hybrid","N","false",0,104,0,0,0,0,0,"Auto(AV-S6)",56.1,0,"Midsize Cars",2014,4750,"",NA,NA,"Hybrid","","","245V Ni-MH"
"10295",26914,21,0,0,0,0,0,6,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,16,"Toyota","Avalon","N","false",0,104,0,0,0,0,0,"Automatic (S6)",27.1,0,"Midsize Cars",2014,750,"",NA,NA,"","","",""
"10296",26915,21,0,0,0,0,0,6,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,16,"Toyota","Avalon","N","false",0,104,0,0,0,0,0,"Automatic (S6)",26.2329,0,"Midsize Cars",2014,500,"",NA,NA,"","","",""
"10297",26916,51,0,0,0,0,0,4,"Front-Wheel Drive",1050,0,"Regular","Regular Gasoline",22,0,"Toyota","Prius","N","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",71.651,0,"Midsize Cars",2014,6000,"",NA,NA,"Hybrid","","","202V Ni-MH"
"10298",26918,21,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,16,"Hyundai","Sonata","N","false",0,104,0,0,0,0,0,"Automatic 6-spd",26.2771,0,"Large Cars",2014,750,"",TRUE,NA,"","","",""
"10314",26936,22,0,0,0,0,0,4,"Front-Wheel Drive",2100,0,"Regular","Regular Gasoline",0,0,"Honda","Crosstour 2WD","N","false",0,0,0,0,0,0,0,"Automatic 5-spd",27.7,0,"Small Sport Utility Vehicle 2WD",2014,750,"",NA,NA,"","","",""
"10315",26937,20,0,0,0,0,0,6,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,0,"Honda","Crosstour 2WD","N","false",0,0,0,0,0,0,0,"Automatic (S6)",25,0,"Small Sport Utility Vehicle 2WD",2014,0,"",NA,NA,"","","",""
"10316",26938,22,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,0,"Jeep","Patriot FWD","N","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",27.9,0,"Small Sport Utility Vehicle 2WD",2014,500,"",NA,NA,"","","",""
"10317",26939,22,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,0,"Jeep","Compass FWD","N","false",0,0,0,0,0,0,0,"Automatic (variable gear ratios)",27.9,0,"Small Sport Utility Vehicle 2WD",2014,500,"",NA,NA,"","","",""
"10318",26941,21,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,0,"Kia","Sportage 2WD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",26.0829,0,"Small Sport Utility Vehicle 2WD",2014,500,"",NA,NA,"","","",""
"10362",26994,22,0,0,0,0,0,4,"Front-Wheel Drive",1900,0,"Regular","Regular Gasoline",13,0,"Dodge","Dart","N","false",0,0,0,0,0,0,0,"Manual 6-spd",28.5997,0,"Midsize Cars",2014,1750,"",NA,NA,"","","",""
"10363",26996,24,0,0,0,0,0,4,"Front-Wheel Drive",1900,0,"Regular","Regular Gasoline",23,0,"Hyundai","Elantra GT","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",30.8101,0,"Midsize Cars",2014,1750,"",NA,NA,"","","",""
"10364",26997,24,0,0,0,0,0,4,"Front-Wheel Drive",1850,0,"Regular","Regular Gasoline",23,0,"Hyundai","Elantra GT","N","false",0,0,0,0,0,0,0,"Manual 6-spd",30.7555,0,"Midsize Cars",2014,2000,"",NA,NA,"","","",""
"10365",26998,19,0,0,0,0,0,6,"Front-Wheel Drive",2250,0,"Regular","Regular Gasoline",0,16,"Hyundai","Azera","N","false",0,106,0,0,0,0,0,"Automatic 6-spd",24.4737,0,"Large Cars",2014,0,"",NA,NA,"","","",""
"10376",27011,21,0,0,0,0,0,4,"Front-Wheel Drive",2150,0,"Regular","Regular Gasoline",0,0,"Ford","Edge FWD","N","false",0,0,0,0,0,0,0,"Automatic 6-spd",26.5,0,"Small Sport Utility Vehicle 2WD",2014,500,"",TRUE,NA,"","","",""
"10377",27012,18,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,0,"Ford","Edge FWD","N","false",0,0,0,0,0,0,0,"Automatic (S6)",23.2062,0,"Small Sport Utility Vehicle 2WD",2014,-1000,"",NA,NA,"","","",""
"10378",27013,19,0,0,0,0,0,6,"Front-Wheel Drive",2350,0,"Regular","Regular Gasoline",0,0,"Ford","Edge FWD","N","false",0,0,0,0,0,0,0,"Automatic (S6)",23.6,0,"Small Sport Utility Vehicle 2WD",2014,-500,"",NA,NA,"","","",""
"10379",27014,18,0,0,0,0,0,6,"Front-Wheel Drive",2450,0,"Regular","Regular Gasoline",0,0,"Lincoln","MKX FWD","N","false",0,0,0,0,0,0,0,"Automatic (S6)",23.2062,0,"Small Sport Utility Vehicle 2WD",2014,-1000,"",NA,NA,"","","",""
"10398",27035,36,0,0,0,0,0,4,"Front-Wheel Drive",1350,0,"Regular","Regular Gasoline",0,12,"Hyundai","Sonata Hybrid","N","false",0,104,0,0,0,0,0,"Auto(AM6)",48,0,"Midsize Cars",2014,4500,"",NA,NA,"Hybrid","","","270V Li-Ion"
"10399",27036,36,0,0,0,0,0,4,"Front-Wheel Drive",1400,0,"Regular","Regular Gasoline",0,12,"Hyundai","Sonata Hybrid Limited","N","false",0,104,0,0,0,0,0,"Auto(AM6)",47.7,0,"Midsize Cars",2014,4250,"",NA,NA,"Hybrid","","","270V Li-Ion"
"10400",27037,28,0,0,0,0,0,4,"Front-Wheel Drive",1600,0,"Regular","Regular Gasoline",0,15,"Hyundai","Elantra","N","false",0,96,0,0,0,0,0,"Automatic 6-spd",35.9434,0,"Midsize Cars",2014,3250,"",NA,NA,"","","",""
"10401",27040,27,0,0,0,0,0,4,"Front-Wheel Drive",1650,0,"Regular","Regular Gasoline",0,15,"Hyundai","Elantra Limited","N","false",0,96,0,0,0,0,0,"Automatic 6-spd",34.5794,0,"Midsize Cars",2014,3000,"",NA,NA,"","","",""
"10402",27041,27,0,0,0,0,0,4,"Front-Wheel Drive",1650,0,"Regular","Regular Gasoline",0,15,"Hyundai","Elantra","N","false",0,96,0,0,0,0,0,"Manual 6-spd",34.5,0,"Midsize Cars",2014,3000,"",NA,NA,"","","",""
